region,product,on_time_fulfillment_rate
Online,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,100.000000000000
Online,Contoso Wireless Laser Mouse E50 White,100.000000000000
Online,Litware Microwave 2.2CuFt M125 Blue,100.000000000000
Online,"Litware 14"" High Velocity Floor Fan E801 Pink",100.000000000000
Online,Proseware Air conditioner 10000BTU M490 Silver,100.000000000000
Online,Proseware Air conditioner 5200BTU E100 Red,100.000000000000
Online,Litware 120mm Blue LED Case Fan E901 blue,100.000000000000
Online,Proseware Floor Lamp M0215 Black,100.000000000000
Online,Proseware Air conditioner 12000BTU M640 Red,100.000000000000
Online,Litware Home Theater System 5.1 Channel M511 Silver,100.000000000000
Online,Litware Refrigerator 24.7CuFt X980 White,100.000000000000
Online,Litware Home Theater System 7.1 Channel X711 Black,100.000000000000
Online,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,100.000000000000
Online,NT Washer & Dryer 25.5in M2550 Green,100.000000000000
Online,Litware 20'' Box Fan E401 Yellow,100.000000000000
Online,Litware 3-Speed Oscillating Blower Fan M115 White,100.000000000000
Online,Proseware Wall Lamp E0315 Blue,100.000000000000
Online,"Fabrikam SLR Camera 35"" X358 Gold",100.000000000000
Online,Proseware High-Performance Business-Class Laser Fax X200 Grey,100.000000000000
Online,Litware Washer & Dryer 27in L420 Green,100.000000000000
Online,Proseware Wall Lamp E0315 White,100.000000000000
Online,Proseware Laser Fax Printer E100 Grey,100.000000000000
Online,Proseware Mobile Receipt and Document Scanner M200 White,100.000000000000
Online,Proseware Wall Lamp E0315 Black,100.000000000000
Online,WWI Laptop15.4W M0156 Black,100.000000000000
Online,Litware Microwave 1.5CuFt X110 White,100.000000000000
Online,Proseware Wall Lamp E0315 Grey,100.000000000000
Online,Litware 17'' Oscillating Pedestal Fan M125 Pink,100.000000000000
Online,SV 512MB Laptop memory E800 Silver,100.000000000000
Online,SV Car Video TFT6.2W E6280 Black,100.000000000000
Online,WWI Desk Lamp E130 Blue,100.000000000000
Online,Proseware Screen 113in X1609 White,100.000000000000
Online,SV 500GB USB 2.0 Portable External Hard Drive X405 Blue,100.000000000000
Online,Proseware Screen 106in M1609 Silver,100.000000000000
Online,SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,100.000000000000
Online,Proseware LCD22W M2001 White,100.000000000000
Online,Proseware Slim-Design Fax Machine with Answering System X180 White,100.000000000000
Online,SV Rechargeable Bluetooth Notebook Mouse E80 Silver,100.000000000000
Online,SV 2GB Laptop memory E800 White,100.000000000000
Online,The Phone Company Smart phones 8 GB of Memory M400 Pink,100.000000000000
Online,SV PCI Network Adapter E903 Silver,100.000000000000
Online,WWI Floor Lamp M215 White,100.000000000000
Online,The Phone Company Smart phones Unlocked International M800 Grey,100.000000000000
Online,WWI Screen 106in M1609 Silver,100.000000000000
Online,SV PCI Network Adapter E904 Silver,100.000000000000
Online,WWI Screen 100in M1609 Black,100.000000000000
Online,Contoso In-Line Coupler E180 Black,87.500000000000
Online,MGS Age of Mythology 2009 E158,85.714285714285
Online,Proseware LCD17 E200 White,83.333333333333
Online,Proseware LCD19W M100 Black,80.000000000000
Online,Contoso General Carrying Case E304 Black,80.000000000000
Online,Litware Microwave 1.6CuFt M125 Blue,80.000000000000
Online,Contoso Laptop Keyboard X105 White,80.000000000000
Online,A. Datum Full Frame Digital Camera X300 Black,80.000000000000
Online,Contoso Behind Centrex X15 White,80.000000000000
Online,WWI LCD24 X300 Black,80.000000000000
Online,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,75.000000000000
Online,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,75.000000000000
Online,Proseware Screen 100in M1609 Silver,75.000000000000
Online,Proseware Projector 720p DLP56 Black,75.000000000000
Online,Contoso SLR Camera M145 Blue,75.000000000000
Online,Litware Refrigerator 19CuFt M760 White,75.000000000000
Online,Contoso 2-Line Corded Cordless Telephone M202 Grey,75.000000000000
Online,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,75.000000000000
Online,Proseware CRT19 E201 Black,75.000000000000
Online,Contoso USB Cable M250 White,75.000000000000
Online,The Phone Company Smart phones Unlocked M300 Pink,75.000000000000
Online,MGS Rise of Nations: Thrones and Patriots2009 E145,75.000000000000
Online,Contoso Digital Cameras Lightweight Tripod E316 Silver,75.000000000000
Online,Contoso Genuine Leather Grip Belt E322 Black,75.000000000000
Online,A. Datum Rangefinder Digital Camera X200 Azure,75.000000000000
Online,A. Datum Advanced Digital Camera M300 Orange,75.000000000000
Online,A. Datum Consumer Digital Camera M300 Black,75.000000000000
Online,MGS Flight Simulator 2009 E168,75.000000000000
Online,SV Car Video TFT6.2W E6282 Silver,75.000000000000
Online,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,75.000000000000
Online,WWI LCD22W M2003 White,75.000000000000
Online,A. Datum Rangefinder Digital Camera X200 Silver,75.000000000000
Online,Contoso Microwave 0.8CuFt E0080 Black,75.000000000000
Online,Proseware CRT17 E104 Black,75.000000000000
Online,Fabrikam Laptop13.3W M3080 Red,75.000000000000
Online,Contoso SLR Camera M143 Silver,75.000000000000
Online,Fabrikam Laptop8.9 E0800 Silver,75.000000000000
Online,Contoso Laptop Starter Bundle M200 White,75.000000000000
Online,Contoso Phone System Accessory Handset with Charger M308 White,71.428571428571
Online,Adventure Works Laptop16 M1600 Black,71.428571428571
Online,Contoso 1G MP3 Player E100 White,71.428571428571
Online,The Phone Company PDA Handheld 3.5 inch M610 Silver,71.428571428571
Online,MGS Halo: Combat Evolved2009 E149,71.428571428571
Online,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,71.428571428571
Online,Contoso Macro Zoom Lens X300 Black,71.428571428571
Online,Litware Microwave 1.0CuFt E110 Black,66.666666666666
Online,Contoso Lifestyles Series - Big Button Cordless phone M800 White,66.666666666666
Online,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,66.666666666666
Online,Contoso Mini Battery Charger Kit E320 Black,66.666666666666
Online,Fabrikam SLR Camera M149 Pink,66.666666666666
Online,Litware Refrigerator 3.2CuFt E160 Blue,66.666666666666
Online,A. Datum Ultra Compact Digital Camera M190 Azure,66.666666666666
Online,The Phone Company PDA Wifi 4.7-inch L290 Black,66.666666666666
Online,Litware Refrigerator 9.7CuFt M560 Grey,66.666666666666
Online,Contoso Education Supplies Bundle E200 White,66.666666666666
Online,Contoso Phone with Memory Dialing-single line E88 Grey,66.666666666666
Online,SV 80GB USB2.0 Portable Hard Disk E500 Silver,66.666666666666
Online,MGS Age of Empires III: The Asian Dynasties 2009 E127,66.666666666666
Online,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,66.666666666666
Online,Litware Refrigerator 24.7CuFt X980 Grey,66.666666666666
Online,Contoso SLR Camera M144 Silver Grey,66.666666666666
Online,MGS Rise of Nations: Gold Edition 2009 E143,66.666666666666
Online,Contoso Microwave 1.0CuFt E0110 Black,66.666666666666
Online,Proseware Screen 85in E1010 Black,66.666666666666
Online,Contoso Lens Adapter M450 White,66.666666666666
Online,Litware Microwave 1.5CuFt X110 Grey,66.666666666666
Online,MGS Classic Flight Collection2009 E164,66.666666666666
Online,Proseware Wireless Photo All-in-One Printer M390 Black,66.666666666666
Online,WWI Laptop19W X0196 White,66.666666666666
Online,Contoso USB 2.0 Dock Station docking station M800 Grey,66.666666666666
Online,Contoso Optical Wheel OEM PS/2 Mouse E60 White,66.666666666666
Online,SV 2GB Laptop memory E800 Silver,66.666666666666
Online,SV 40GB USB2.0 Portable Hard Disk E400 Silver,66.666666666666
Online,Contoso Digital Camera/Camcorder USB Cable E324 Silver,66.666666666666
Online,Contoso Macro Zoom Lens X300 Silver,66.666666666666
Online,MGS Shadow-run M230,66.666666666666
Online,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,66.666666666666
Online,Contoso Home Theater System 4.1 Channel M1420 White,66.666666666666
Online,Proseware Laser Fax Printer M250 Grey,66.666666666666
Online,SV Car Video TFT7 M7002 Black,66.666666666666
Online,Contoso Phone with 13-Number Memory (210) M301 Grey,66.666666666666
Online,A. Datum Point Shoot Digital Camera M500 Silver Grey,66.666666666666
Online,NT Washer & Dryer 25.5in M2550 White,66.666666666666
Online,Contoso Rechargeable Li-Ion Battery Pack E300 Black,66.666666666666
Online,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,66.666666666666
Online,A. Datum All in One Digital Camera M200 Azure,66.666666666666
Online,WWI Screen 106in M1609 Black,66.666666666666
Online,Fabrikam Laptop15.4W M5480 White,66.666666666666
Online,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",66.666666666666
Online,WWI Projector 1080p LCD86 White,66.666666666666
Online,Contoso Microwave 2.2CuFt M0125 White,66.666666666666
Online,Contoso Digital Cameras Lightweight Tripod E316 White,66.666666666666
Online,WWI LCD19W M100 Black,66.666666666666
Online,Contoso Screen 85in E085 Silver,66.666666666666
Online,Fabrikam Trendsetter 1/2'' 3mm X300 Black,66.666666666666
Online,The Phone Company Smart phones Unlocked International M800 White,66.666666666666
Online,"Contoso SLR Camera 35"" X358 Gold",66.666666666666
Online,Litware Washer & Dryer 27in L420 Blue,66.666666666666
Online,Adventure Works LCD22W M200 Black,66.666666666666
Online,Proseware Screen 85in E1010 Silver,66.666666666666
Online,Contoso Home Theater System 5.1 Channel M1540 Black,66.666666666666
Online,Fabrikam Refrigerator 3.2CuFt E1600 Brown,66.666666666666
Online,Fabrikam Budget Movie-Maker 1'' 25mm E400 Black,66.666666666666
Online,NT Washer & Dryer 15.5in E1550 White,66.666666666666
Online,Adventure Works LCD15 E100 Black,66.666666666666
Online,A. Datum Consumer Digital Camera E100 Green,66.666666666666
Online,WWI Screen 106in M1609 White,66.666666666666
Online,A. Datum Compact Digital Camera M200 Green,66.666666666666
Online,WWI Laptop16 M0160 Black,66.666666666666
Online,Fabrikam Business Videographer 2/3'' 17mm M280 Black,66.666666666666
Online,Adventure Works Laptop8.9 E0890 Black,66.666666666666
Online,Contoso Phone with Memory Dialing-single line E88 White,66.666666666666
Online,Contoso 4GB Portable MP3 Player M450 Yellow,66.666666666666
Online,Contoso 3 Handset Cordless Phone System E30 Grey,66.666666666666
Online,Contoso Digital Cordless Expansion Handset Phone M900 Black,66.666666666666
Online,Contoso Pen Touch Screen Phones M320 Black,64.285714285714
Online,MGS MechCommander 2009 E173,63.636363636363
Online,The Phone Company Finger Touch Screen Phones M30 Black,62.500000000000
Online,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,62.500000000000
Online,Contoso 4-Line Corded Cordless Telephone M203 Black,62.500000000000
Online,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,62.500000000000
Online,The Phone Company PDA Phone 4.7 inches L360 Silver,62.500000000000
Online,Contoso Rubberized Skin BlackBerry E100 White,61.538461538461
Online,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,60.000000000000
Online,The Phone Company PDA Wifi 3.5-inch M200 White,60.000000000000
Online,Contoso Screen 80in E080 White,60.000000000000
Online,Contoso Phone with Memory Dialing-2 lines E90 Grey,60.000000000000
Online,MGS Flight Simulator X M250,60.000000000000
Online,Contoso Education Supplies Bundle E200 Black,60.000000000000
Online,Contoso DVD 15-Inch Player Portable L200 Black,60.000000000000
Online,SV 8xDVD E120 Silver,60.000000000000
Online,Contoso Microwave 0.8CuFt E0080 Grey,60.000000000000
Online,Contoso Conversion Lens M550 Blue,60.000000000000
Online,Proseware Laser Jet All in one X300 Grey,60.000000000000
Online,The Phone Company PDA Palm 4.7 inch L850 Silver,60.000000000000
Online,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,60.000000000000
Online,Contoso Wireless Notebook Optical Mouse M35 Black,60.000000000000
Online,Litware Microwave 1.5CuFt X110 Red,60.000000000000
Online,Fabrikam Microwave 0.9CuFt E0900 Grey,60.000000000000
Online,Adventure Works Laptop15 M1501 White,60.000000000000
Online,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,60.000000000000
Online,Contoso Hybrid system M60 Black,60.000000000000
Online,"MGS Age of Empires, 2009 E182",60.000000000000
Online,Contoso Telephoto Conversion Lens M350 Blue,60.000000000000
Online,Contoso Screen 106in M060 Silver,60.000000000000
Online,Contoso Water Heater 4.3GPM M1250 Green,60.000000000000
Online,Adventure Works LCD24 X300 White,60.000000000000
Online,Contoso 8GB Super-Slim MP3/Video Player M800 White,60.000000000000
Online,Contoso Multi-line phones M30 Black,60.000000000000
Online,Adventure Works LCD20 M210 White,60.000000000000
Online,MGS Age of Empires Expansion: The Rise of Rome 2009 E181,60.000000000000
Online,WWI LCD24W X300 Black,60.000000000000
Online,Contoso Touch Stylus Pen E150 Black,58.823529411764
Online,Contoso Rubberized Skin BlackBerry E100 Black,58.333333333333
Online,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,58.333333333333
Online,The Phone Company Smart phones 320 x 320 M86 White,57.142857142857
Online,The Phone Company PDA Phone 4.7 inches L360 White,57.142857142857
Online,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,57.142857142857
Online,WWI Laptop12 M0120 White,57.142857142857
Online,SV 16xDVD M310 Silver,57.142857142857
Online,Fabrikam Microwave 2.2CuFt M1250 Black,57.142857142857
Online,MGS Halo 2 for Windows Vista 2009 E130,57.142857142857
Online,Contoso Water Heater 1.5GPM E0800 Red,57.142857142857
Online,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,57.142857142857
Online,"Adventure Works 20"" CRT TV E15 White",57.142857142857
Online,"Adventure Works 20"" LCD HDTV M120 Silver",57.142857142857
Online,A. Datum Compact Digital Camera M200 Silver,57.142857142857
Online,The Phone Company PDA Phone 3.5 inches M320 White,57.142857142857
Online,MGS Fable: The Lost Chapters2008 E140,57.142857142857
Online,NT Bluetooth Stereo Headphones E52 Yellow,56.250000000000
Online,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",56.250000000000
Online,Contoso 16GB Mp5 Player M1600 Green,55.555555555555
Online,The Phone Company Smart phones 8 GB of Memory M400 Grey,55.555555555555
Online,Contoso General Soft Carrying Case E318 White,55.555555555555
Online,Proseware LCD17W E202 Black,55.555555555555
Online,The Phone Company Smart phones 320 x 320 M86 Grey,55.555555555555
Online,The Phone Company Sharp Touch Screen Phones M910 Grey,55.555555555555
Online,WWI 2GB Spy Video Recorder Pen M300 Silver,55.555555555555
Online,"Adventure Works 13"" Color TV E25 Black",55.555555555555
Online,The Phone Company PDA Handheld 3.7 inch M630 Black,55.555555555555
Online,The Phone Company Finger Touch Screen Phones M30 Gold,55.000000000000
Online,Adventure Works Desktop PC3.0 MS300 Black,54.545454545454
Online,MGS Age of Empires II: The Conquerors Expansion E125,54.545454545454
Online,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,54.545454545454
Online,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,54.545454545454
Online,MGS Dal of Honor Airborne 2008 M430,54.545454545454
Online,Fabrikam Laptop12 M2002 Red,54.545454545454
Online,SV Hand Games for kids E30 Black,53.846153846153
Online,Adventure Works Desktop PC2.30 MD230 Brown,53.846153846153
Online,SV Hand Games men M30 Red,52.941176470588
Online,The Phone Company Touch Screen Phones - LCD M12 Gold,52.941176470588
Online,Contoso DVD 58 DVD Storage Binder M55 Red,52.631578947368
Online,WWI Stereo Bluetooth Headphones E1000 Blue,52.380952380952
Online,Contoso DVD 58 DVD Storage Binder M55 Silver,52.000000000000
Online,Adventure Works Desktop PC3.0 MS300 Silver,51.612903225806
Online,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,50.000000000000
Online,WWI Laptop8.9 E0089 White,50.000000000000
Online,The Phone Company PDA Wifi 3.7-inch M250 Black,50.000000000000
Online,The Phone Company PDA Palm 3.7 inch M830 White,50.000000000000
Online,A. Datum Slim Digital Camera M180 Black,50.000000000000
Online,"A. Datum SLR Camera 35"" M358 Orange",50.000000000000
Online,Contoso Microwave 1.6CuFt M0125 Red,50.000000000000
Online,WWI Projector 720p DLP56 Black,50.000000000000
Online,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,50.000000000000
Online,The Phone Company Smart phones Unlocked International M800 Pink,50.000000000000
Online,SV Keyboard E10 Silver,50.000000000000
Online,Contoso 8GB MP3 Player new model M820 Yellow,50.000000000000
Online,A. Datum Ultra Compact Digital Camera M190 Green,50.000000000000
Online,SV 16xDVD E340 Black,50.000000000000
Online,Contoso In front of Centrex L15 Black,50.000000000000
Online,Adventure Works Desktop PC2.33 XD233 White,50.000000000000
Online,Fabrikam Coffee Maker 5C E090 Black,50.000000000000
Online,Proseware Screen 80in E1010 White,50.000000000000
Online,SV Hand Games men M30 Black,50.000000000000
Online,SV Rechargeable Bluetooth Notebook Mouse E80 White,50.000000000000
Online,Adventure Works Laptop15 M1500 Black,50.000000000000
Online,A. Datum Full Frame Digital Camera X300 Orange,50.000000000000
Online,Contoso Private Automatic Branch Exchange M65 Black,50.000000000000
Online,WWI Projector 480p LCD12 White,50.000000000000
Online,Fabrikam Laptop10.1 M0101 Silver,50.000000000000
Online,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,50.000000000000
Online,WWI Laptop15 M0150 Black,50.000000000000
Online,Contoso Carrying Case E312 White,50.000000000000
Online,Contoso Car power adapter M90 Black,50.000000000000
Online,The Phone Company PDA GPS Phone 3.5 inch M910 Black,50.000000000000
Online,Fabrikam Refrigerator 9.7CuFt M5600 Green,50.000000000000
Online,"A. Datum SLR Camera 35"" X358 Pink",50.000000000000
Online,Fabrikam Microwave 2.2CuFt M1250 Red,50.000000000000
Online,WWI Screen 125in M1611 Black,50.000000000000
Online,WWI LCD20W M250 Black,50.000000000000
Online,SV 40GB USB2.0 Portable Hard Disk E400 Blue,50.000000000000
Online,Contoso Screen 106in M060 White,50.000000000000
Online,Adventure Works CRT19 E10 Black,50.000000000000
Online,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,50.000000000000
Online,WWI LCD20 M220 White,50.000000000000
Online,Fabrikam Refrigerator 19CuFt M7600 White,50.000000000000
Online,The Phone Company Smart phones -320 x 320 M86 Black,50.000000000000
Online,Litware Wall Lamp E2015 Grey,50.000000000000
Online,Contoso Dual Handset Cordless Phone System  E20 Black,50.000000000000
Online,Fabrikam Coffee Maker 12C M100 Silver,50.000000000000
Online,The Phone Company PDA Palm 4.7 inch L850 Black,50.000000000000
Online,Litware Chandelier M6015 Silver,50.000000000000
Online,A. Datum SLR-like Digital Camera M400 Pink,50.000000000000
Online,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",50.000000000000
Online,SV Car Video TFT6.2W E6281 Silver,50.000000000000
